JENIS BARANG,KODE,BERAT CAMPURAN,JUMLAH STONE DIPAKAI,JUMLAH PEMESANAN PER 3 BULAN,BIAYA BAHAN BAKU,UKURAN (INCH),BERAT,HARGA
SILVER BRACELETS,BSED 1151,0,0,20,39.936,8.5,416,66.56
SILVER BRACELETS,BSBP 646,0,0,13,19.392,7,404,32.32
SILVER BRACELETS,BSBP 646,0,0,8,20.832,7.5,434,34.72
SILVER BRACELETS,BSBP 129-S,0,12,1,47.988,7,151,79.98
SILVER BRACELETS,BSBP 129-S,0,12,5,48.918,7,151,81.53
SILVER BRACELETS,BSBP 129-S,0,12,11,49.128,7,151,81.88
SILVER BRACELETS,BSBP 129-S,0,12,18,50.196,7.5,160,83.66
SILVER BRACELETS,BSBP 129-S,0,12,3,51.222,7.5,160,85.37
SILVER BRACELETS,BSBP 129-S,0,12,14,51.432,7.5,160,85.72
SILVER BRACELETS,BSER 125,0,0,11,38.784,8,404,64.64
SILVER BRACELETS,BSER 125,0,0,11,40.8,8.5,425,68
SILVER BRACELETS,BSER 117,0,0,1,44.256,8,461,73.76
SILVER BRACELETS,BSER 117,0,0,1,46.848,8.5,488,78.08
SILVER BRACELETS,BFTN 115,0,0,19,52.032,8,271,86.72
SILVER BRACELETS,BFTN 115,0,0,18,54.336,8.5,283,90.56
SILVER BRACELETS,BCTG 920,0,0,16,56.256,8,293,93.76
SILVER BRACELETS,BCTG 920,0,0,4,59.904,8.5,312,99.84
SILVER BRACELETS,BCBP 800,0,0,13,38.592,8,201,64.32
SILVER BRACELETS,BCBP 800,0,0,19,41.088,8.5,214,68.48
SILVER BRACELETS,BSKL 761,0,0,16,27.36,7,285,45.6
SILVER BRACELETS,BSKL 761,0,0,11,29.088,7.5,303,48.48
SILVER BRACELETS,BTOV 561,0,0,5,22.56,7,235,37.6
SILVER BRACELETS,BTOV 561,0,0,1,24.48,7.5,255,40.8
SILVER BRACELETS,BCRK 775,0,0,9,26.688,7,278,44.48
SILVER BRACELETS,BCRK 775,0,0,7,28.224,7.5,294,47.04
SILVER BRACELETS,BSKM 775,0,0,16,40.512,7.5,422,67.52
SILVER BRACELETS,BPKM 210,0,0,7,35.712,7.5,372,59.52
SILVER BRACELETS,BSTR 4681,0,0,8,21.504,7,224,35.84
SILVER BRACELETS,BSTR 4681,0,0,4,22.56,7.5,235,37.6
SILVER BRACELETS,BSTR 6831,0,0,20,28.608,7,298,47.68
SILVER BRACELETS,BSTR 6831,0,0,18,30.624,7.5,319,51.04
SILVER BRACELETS,BSTR 6831,0,0,6,33.024,7.5,344,55.04
SILVER BRACELETS,BSBP 5711,0,0,16,26.88,7,280,44.8
SILVER BRACELETS,BSBP 5711,0,0,16,28.8,7.5,300,48
SILVER BRACELETS,BSBP 5711,0,0,12,30.624,8,319,51.04
SILVER BRACELETS,BCBW 11T,0,0,19,28.224,8,49,47.04
SILVER BRACELETS,BSRK 501,0,0,15,20.736,8,36,34.56
SILVER BRACELETS,BFTN 115,0,0,12,50.496,8,263,84.16
SILVER BRACELETS,BFTN 115,0,0,10,54.144,8.5,282,90.24
SILVER NECKLECES,NCBP 46,0,0,2,47.616,20,248,79.36
SILVER NECKLECES,NCBP 46,0,0,16,52.416,22,546,87.36
SILVER NECKLECES,NCBP 46,0,0,19,56.928,24,593,94.88
SILVER BRACELETS,BCHK 1041,0,0,2,61.824,8,322,103.04
SILVER BRACELETS,BCHK 1041,0,0,4,65.856,8.5,343,109.76
SILVER BRACELETS,BCHK 1041,0,0,14,68.928,9,359,114.88
SILVER BRACELETS,BSTR 6831,0,0,15,31.584,8,329,52.64
SILVER BRACELETS,BSTR 683,0,0,10,28.032,7,292,46.72
SILVER BRACELETS,BSTR 683,0,0,1,29.952,7.5,312,49.92
SILVER BRACELETS,BSTR 683,0,0,4,31.488,8,164,52.48
SILVER BRACELETS,BCTG 920,0,0,3,54.336,8,283,90.56
SILVER BRACELETS,BCTG 920,0,0,4,57.408,8.5,299,95.68
SILVER BRACELETS,BCTG 920,0,0,19,60.48,9,105,100.8
SILVER BRACELETS,BCBP 800,0,0,3,35.712,7.5,186,59.52
SILVER BRACELETS,BCBP 800,0,0,15,38.496,8,401,64.16
SILVER BRACELETS,BCBP 800,0,0,5,40.704,8.5,424,67.84
SILVER BRACELETS,BFTR 150,0,0,14,82.368,9.5,143,137.28
SILVER BRACELETS,BLKL 750,0,0,7,20.91,7.5,240,34.85
SILVER BRACELETS,BLKL 750,0,0,10,22.08,8,252,36.8
SILVER BRACELETS,BLKL 750,0,0,14,22.794,8.5,264,37.99
SILVER BRACELETS,BLKL 115,0,0,12,30.99,8,364,51.65
SILVER BRACELETS,BLKL 115,0,0,14,32.772,8.5,371,54.62
SILVER BRACELETS,BSTR 738-S,0,42,7,57.336,7,557,95.56
SILVER BRACELETS,BSTR 738-S,0,42,2,58.986,7.5,544,98.31
SILVER BRACELETS,BSTR 738-S,0,42,7,60.714,8,313,101.19
SILVER BRACELETS,BSER 117-G,0.9,0,8,98.208,9.5,90,163.68
SILVER BRACELETS,BCTR 800-G,0.5,0,9,67.584,7,401,112.64
SILVER BRACELETS,BCTR 800-G,0.5,0,7,70.374,7.5,428,117.29
SILVER BRACELETS,BCTR 800-G,0.5,0,10,72.966,8,451,121.61
SILVER BRACELETS,BSFK 850-G,0.9,0,3,74.82,7,319,124.7
SILVER BRACELETS,BSFK 850-G,0.9,0,11,77.124,7.5,280,128.54
SILVER BRACELETS,BSFK 850-G,0.9,0,1,79.428,8,178,132.38
SILVER BRACELETS,BSFK 816-S,0,16,18,50.004,7,327,83.34
SILVER BRACELETS,BSFK 816-S,0,16,13,52.308,7.5,341,87.18
SILVER BRACELETS,BSFK 816-S,0,16,12,56.34,8,180,93.9
SILVER BRACELETS,BSOK 831-S,0,22,11,37.59,7,206,62.65
SILVER BRACELETS,BSOK 831-S,0,22,18,39.318,7.5,219,65.53
SILVER BRACELETS,BSOK 831-S,0,22,10,41.046,8,117,68.41
SILVER BRACELETS,BFTN 1445-G,1.2,0,11,91.842,7.5,319,153.07
SILVER BRACELETS,BFTN 1445-G,1.2,0,12,94.722,8,200,157.87
SILVER BRACELETS,BFTN 1445-S,0,12,9,60.12,7.5,378,100.2
SILVER BRACELETS,BFTN 1445-S,0,12,7,63,8,195,105
SILVER BRACELETS,BFTN 1445-S,0,12,18,65.88,8.5,210,109.8
SILVER BRACELETS,BSTR 468-G,0.8,0,3,58.968,7,212,98.28
SILVER BRACELETS,BSTR 468-G,0.8,0,12,39.888,7.5,186,66.48
SILVER BRACELETS,BSTR 711-G,1.3,0,18,108.84,8,546,181.4
SILVER BRACELETS,BSTR 711-G,1.3,0,10,111.144,8.5,573,185.24
SILVER BRACELETS,BSTR 815-S,0,15,15,46.92,7,280,78.2
SILVER BRACELETS,BSTR 815-S,0,15,10,49.224,7.5,295,82.04
SILVER BRACELETS,BSTR 815-S,0,15,14,51.528,8,158,85.88
SILVER BRACELETS,BCST 775-G,0.8,0,19,61.356,8.5,39,102.26
SILVER BRACELETS,BSOK 45,0,0,10,17.28,8,30,28.8
SILVER BRACELETS,BSOK 45,0,0,8,18.144,8.5,63,30.24
SILVER BRACELETS,BSTL 107,0,0,2,42.816,8,448,71.36
SILVER BRACELETS,BSTL 107,0,0,10,44.736,8.5,466,74.56
SILVER BRACELETS,BSTL 107,0,0,15,48,9,250,80
SILVER BRACELETS,BTRP 610,0,0,20,45.888,8,239,76.48
SILVER BRACELETS,BTRP 610,0,0,17,48.48,8.5,505,80.8
SILVER BRACELETS,BTOV 552,0,0,15,39.456,7,411,65.76
SILVER BRACELETS,BTOV 552,0,0,17,41.952,7.5,437,69.92
SILVER BRACELETS,BTOV 552,0,0,10,44.64,8,155,74.4
SILVER BRACELETS,BSTR 46,0,0,9,17.328,7,361,28.88
SILVER BRACELETS,BSTR 46,0,0,3,18.576,7.5,387,30.96
SILVER BRACELETS,BSTR 46,0,0,2,19.776,8,206,32.96
SILVER BRACELETS,BSRK 560,0,0,20,22.752,7,237,37.92
SILVER BRACELETS,BSRK 560,0,0,19,24.48,7.5,255,40.8
SILVER BRACELETS,BTOV 562,0,0,12,23.904,7,249,39.84
SILVER BRACELETS,BTOV 562,0,0,12,25.344,7.5,264,42.24
SILVER BRACELETS,BTOV 562,0,0,14,27.072,8,141,45.12
SILVER BRACELETS,BSRK 501,0,0,10,16.848,7,234,28.08
SILVER BRACELETS,BSRK 501,0,0,10,18,7.5,250,30
SILVER BRACELETS,BCBP 800,0,0,4,38.496,8,401,64.16
SILVER BRACELETS,BCBP 800,0,0,14,41.184,8.5,429,68.64
SILVER BRACELETS,8SOK 45,0,0,5,18.546,7,322,30.91
SILVER BRACELETS,BSOK 45,0,0,17,19.644,7.5,341,32.74
SILVER BRACELETS,BSOK 45,0,0,8,21.426,8,186,35.71
SILVER BRACELETS,BCRK 775,0,0,16,26.688,7,278,44.48
SILVER BRACELETS,BCRK 775,0,0,13,28.512,7.5,297,47.52
SILVER BRACELETS,BCHK 1041,0,0,6,60.576,8,631,100.96
SILVER BRACELETS,BCHK 1041,0,0,16,65.28,8.5,680,108.8
SILVER BRACELETS,BCHK 1041,0,0,2,68.544,9,119,114.24
SILVER BRACELETS,BCBW 11T,0,0,15,27.072,7.5,329,45.12
SILVER BRACELETS,BCBW 11T,0,0,17,28.704,8,299,47.84
SILVER BRACELETS,BSED 1151,0,0,13,36.192,8,299,60.32
SILVER BRACELETS,BSED 1151,0,0,6,38.208,8.5,398,63.68
SILVER BRACELETS,BSTR 6831,0,0,15,30.24,7.5,315,50.4
SILVER BRACELETS,BSTR 6831,0,0,5,32.352,8,337,53.92
SILVER BRACELETS,BSTR 6831,0,0,18,33.504,8.5,349,55.84
SILVER BRACELETS,BSTR 683,0,0,4,28.128,7,293,46.88
SILVER BRACELETS,BSTR 683,0,0,19,30.048,7.5,313,50.08
SILVER BRACELETS,BSTR 683,0,0,5,31.68,8,330,52.8
SILVER BRACELETS,BSER 1016,0,0,6,73.92,8.5,385,123.2
SILVER BRACELETS,BSHK 942,0,0,16,45.312,8.5,236,75.52
SILVER BRACELETS,BSHK 942,0,0,16,48.768,8.5,254,81.28
SILVER BRACELETS,BSFK 570,0,0,18,21.792,7,227,36.32
SILVER BRACELETS,BSFK 570,0,0,5,23.232,7.5,242,38.72
SILVER BRACELETS,BSFK 570,0,0,20,25.152,8,131,41.92
SILVER BRACELETS,BCBP 68,0,0,10,28.224,7,294,47.04
SILVER BRACELETS,BCBP 68,0,0,11,30.048,7.5,313,50.08
SILVER BRACELETS,BCBP 68,0,0,17,31.776,8,331,52.96
SILVER BRACELETS,BCBP 68,0,0,6,33.696,8.5,351,56.16
SILVER BRACELETS,BCHK 1040,0,0,20,61.248,8,319,102.08
SILVER BRACELETS,BCHK 1040,0,0,16,65.088,8.5,339,108.48
SILVER BRACELETS,BCHK 1040,0,0,4,67.968,9,118,113.28
SILVER BRACELETS,BCHK 1040,0,0,13,70.848,9.5,123,118.08
SILVER BRACELETS,BSFK 5701-S,0,57,13,52.47,7,131,87.45
SILVER BRACELETS,BSFK 5701-S,0,57,2,54.198,7.5,186,90.33
SILVER BRACELETS,BKLP 813-S,0,11,19,43.884,7.5,64,73.14
SILVER BRACELETS,BKLP 813-S,0,11,13,53.334,7.5,64,88.89
SILVER BRACELETS,BKLP 813-S,0,11,14,44.484,7.5,64,74.14
SILVER NECKLECES,NKLP 813-S,0,8,20,47.232,17,72,78.72
SILVER NECKLECES,NKLP 813-S,0,8,13,48.57,17,72,80.95
SILVER NECKLECES,NKLP 813-S,0,8,1,48.06,17,72,80.1
SILVER NECKLECES,NBKL 416-S,0,6,7,49.752,16,197,82.92
SILVER NECKLECES,NCRK 775,0,0,7,57.408,16,299,95.68
SILVER NECKLECES,NCRK 775,0,0,1,63.168,18,329,105.28
SILVER EARINGS,EBGW 970,0,0,16,8.58,18,54,14.3
SILVER EARINGS,EBGW 01,0,0,3,10.14,18,78,16.9
SILVER BRACELETS,BLKL 750,0,0,10,22.794,9,21,37.99
SILVER BRACELETS,BSTR 5705-S,0,75,11,53.244,7,240,88.74
SILVER BRACELETS,BSTR 5705-S,0,75,13,54.972,7.5,258,91.62
SILVER BRACELETS,BCBP 4611-S,0,12,12,37.728,7,372,62.88
SILVER BRACELETS,BCBP 4611-S,0,12,18,37.728,7,372,62.88
SILVER BRACELETS,BCBP 4611-S,0,12,11,38.88,7.5,396,64.8
SILVER BRACELETS,BCBP 4611-S,0,12,6,38.88,7.5,396,64.8
SILVER BRACELETS,BCBP 4611-S,0,12,18,40.032,8,210,66.72
SILVER BRACELETS,BCBP 4611-S,0,12,7,40.032,8,210,66.72
SILVER BRACELETS,BCVJ 831-S,0,1,17,43.356,7,96,72.26
SILVER BRACELETS,BCVJ 831-S,0,1,8,44.508,7.5,102,74.18
